order_id,user_id,order_date,category,order_value,delivery_time,coupon_used
O012895,U08981,2025-08-22,Household,1019,19,Yes
O012896,U06646,2025-11-25,Fruits,304,14,Yes
O012897,U09259,2025-09-03,Personal Care,573,22,Yes
O012898,U03260,2025-05-17,Fruits,837,16,Yes
O012899,U05732,2025-03-18,Snacks,1006,31,Yes
O012900,U05213,2025-02-08,Fruits,736,25,No
O012901,U03906,2025-03-26,Dairy,687,18,Yes
O012902,U01668,2025-05-03,Dairy,386,29,No
O012903,U01876,2025-12-16,Household,965,20,Yes
O012904,U01956,2025-05-31,Household,692,31,No
O012905,U00313,2025-02-07,Vegetables,395,22,No
O012906,U03930,2025-09-28,Dairy,901,27,Yes
O012907,U06102,2025-03-08,Snacks,936,27,No
O012908,U04010,2025-08-04,Snacks,890,24,Yes
O012909,U06844,2025-09-30,Fruits,495,29,No
O012910,U01182,2025-07-31,Fruits,501,18,Yes
O012911,U09801,2025-08-01,Vegetables,867,19,Yes
O012912,U04649,2025-04-08,Snacks,1098,22,No
O012913,U00160,2025-07-30,Fruits,196,34,Yes
O012914,U04027,2025-11-23,Vegetables,323,16,No
O012915,U08045,2025-01-16,Vegetables,1079,34,No
O012916,U00048,2025-01-14,Vegetables,270,15,No
O012917,U05603,2025-03-13,Dairy,1010,17,Yes
O012918,U07573,2025-03-09,Fruits,791,18,Yes
O012919,U08612,2025-12-31,Snacks,229,32,Yes
O012920,U08003,2025-10-31,Vegetables,826,18,No
O012921,U05976,2025-09-08,Personal Care,809,33,No
O012922,U05904,2025-10-09,Household,1139,34,Yes
O012923,U04794,2025-01-10,Personal Care,298,12,Yes
O012924,U09607,2025-03-04,Personal Care,1043,10,Yes
O012925,U02768,2025-07-22,Personal Care,987,19,Yes
O012926,U07680,2025-05-26,Personal Care,238,30,No
O012927,U04252,2025-04-02,Household,465,8,No
O012928,U09906,2025-10-22,Household,833,18,No
O012929,U08460,2025-03-14,Vegetables,829,27,Yes
O012930,U00665,2025-06-15,Vegetables,717,11,No
O012931,U05674,2025-03-20,Fruits,1012,21,No
O012932,U00367,2025-08-01,Personal Care,285,30,Yes
O012933,U09975,2025-11-05,Dairy,863,20,Yes
O012934,U09636,2025-05-30,Fruits,932,27,No
O012935,U08902,2025-08-11,Snacks,700,12,Yes
O012936,U02550,2025-01-04,Vegetables,888,13,No
O012937,U04387,2025-09-03,Dairy,529,33,Yes
O012938,U01460,2025-11-06,Fruits,128,31,No
O012939,U07301,2025-11-21,Household,473,18,No
O012940,U02813,2025-05-02,Household,104,27,No
O012941,U03505,2025-07-26,Dairy,599,13,No
O012942,U04230,2025-05-28,Snacks,298,23,No
O012943,U00882,2025-08-07,Household,825,34,No
O012944,U07230,2025-10-23,Snacks,182,18,No
O012945,U01304,2025-10-28,Snacks,535,25,Yes
O012946,U06362,2025-11-20,Household,479,12,Yes
O012947,U07701,2025-08-19,Household,947,26,No
O012948,U05040,2025-01-05,Vegetables,733,33,No
O012949,U07228,2025-04-13,Snacks,339,13,Yes
O012950,U06354,2025-05-30,Household,443,22,Yes
O012951,U05009,2025-07-01,Vegetables,696,15,Yes
O012952,U02197,2025-08-08,Fruits,512,22,Yes
O012953,U05254,2025-05-04,Vegetables,982,33,Yes
O012954,U05826,2025-08-08,Household,1036,32,Yes
O012955,U06291,2025-06-11,Snacks,234,12,No
O012956,U05584,2025-05-11,Dairy,1043,29,No
O012957,U04377,2025-07-28,Vegetables,434,28,No
O012958,U05036,2025-12-02,Household,1044,34,Yes
O012959,U00907,2025-01-18,Personal Care,761,23,No
O012960,U08780,2025-08-31,Household,559,24,Yes
O012961,U08348,2025-02-03,Dairy,827,34,Yes
O012962,U08258,2025-10-25,Personal Care,930,17,No
O012963,U07590,2025-06-13,Vegetables,686,21,No
O012964,U04347,2025-01-03,Household,625,8,No
O012965,U05118,2025-03-13,Snacks,705,33,No
O012966,U03068,2025-01-29,Personal Care,639,12,No
O012967,U08574,2025-09-03,Snacks,1068,29,No
O012968,U01976,2025-03-14,Dairy,638,17,No
O012969,U00820,2025-04-22,Dairy,494,28,No
O012970,U07469,2025-04-29,Vegetables,493,10,No
O012971,U05938,2025-06-06,Snacks,619,33,Yes
O012972,U04288,2025-10-21,Vegetables,544,30,Yes
O012973,U05368,2025-07-04,Household,569,15,No
O012974,U01748,2025-12-25,Household,991,18,No
O012975,U00767,2025-08-24,Vegetables,429,27,Yes
O012976,U05204,2025-10-22,Fruits,260,10,No
O012977,U00363,2025-07-09,Fruits,765,20,Yes
O012978,U01965,2025-05-26,Snacks,641,23,Yes
O012979,U05541,2025-03-10,Snacks,837,15,Yes
O012980,U09329,2025-09-27,Vegetables,690,14,Yes
O012981,U01658,2025-11-27,Snacks,635,13,Yes
O012982,U06756,2025-10-16,Snacks,441,18,No
O012983,U07406,2025-04-16,Fruits,491,11,Yes
O012984,U04961,2025-12-20,Dairy,195,31,Yes
O012985,U02038,2025-09-14,Dairy,1088,14,Yes
O012986,U07711,2025-06-03,Dairy,872,23,No
O012987,U08806,2025-12-28,Fruits,455,31,No
O012988,U03229,2025-04-17,Dairy,1183,17,No
O012989,U07186,2025-06-20,Household,1038,16,No
O012990,U01976,2025-08-04,Dairy,824,25,Yes
O012991,U07188,2025-11-21,Household,883,18,Yes
O012992,U03836,2025-12-23,Personal Care,1004,32,No
O012993,U01900,2025-04-28,Dairy,886,9,No
O012994,U02632,2025-04-19,Dairy,716,16,Yes
O012995,U02648,2025-11-06,Dairy,378,21,Yes
O012996,U07994,2025-08-25,Snacks,370,34,No
O012997,U04931,2025-08-01,Dairy,234,19,No
O012998,U09062,2025-07-19,Personal Care,1095,13,No
O012999,U06987,2025-07-14,Fruits,451,10,Yes
O013000,U05162,2025-04-19,Personal Care,303,25,No
O013001,U06888,2025-01-19,Snacks,717,12,No
O013002,U06631,2025-05-12,Household,839,27,No
O013003,U01451,2025-06-02,Vegetables,689,11,No
O013004,U02435,2025-06-23,Snacks,1114,27,No
O013005,U09669,2025-04-04,Fruits,854,11,Yes
O013006,U03137,2025-06-11,Household,553,24,Yes
O013007,U04594,2025-02-18,Dairy,970,16,No
O013008,U07031,2025-08-30,Personal Care,904,8,No
O013009,U03396,2025-11-09,Personal Care,778,25,Yes
O013010,U02579,2025-11-01,Household,1021,28,Yes
O013011,U03759,2025-10-22,Dairy,597,10,No
O013012,U05268,2025-09-02,Household,418,33,No
O013013,U06256,2025-02-20,Dairy,985,28,No
O013014,U09863,2025-06-27,Household,994,20,Yes
O013015,U06716,2025-12-30,Household,369,9,No
O013016,U08948,2025-10-06,Personal Care,488,26,No
O013017,U04583,2025-04-06,Vegetables,516,17,No
O013018,U02466,2025-10-07,Household,822,11,No
O013019,U00170,2025-10-22,Snacks,130,26,No
O013020,U01293,2025-11-23,Vegetables,162,33,Yes
O013021,U04036,2025-07-14,Snacks,232,18,Yes
O013022,U08083,2025-04-02,Snacks,319,20,Yes
O013023,U00721,2025-07-20,Fruits,983,12,Yes
O013024,U03900,2025-02-22,Personal Care,745,26,No
O013025,U05465,2025-09-29,Personal Care,383,9,Yes
O013026,U04366,2025-06-28,Snacks,922,13,No
O013027,U06149,2025-12-17,Fruits,556,9,Yes
O013028,U05895,2025-05-11,Fruits,238,27,No
O013029,U05345,2025-08-29,Snacks,394,30,No
O013030,U01972,2025-10-21,Household,719,32,No
O013031,U06020,2025-10-11,Dairy,707,10,No
O013032,U06836,2025-08-19,Vegetables,768,10,No
O013033,U02232,2025-05-20,Snacks,475,33,No
O013034,U06465,2025-04-22,Personal Care,299,23,No
O013035,U03924,2025-07-15,Vegetables,103,29,No
O013036,U01515,2025-04-05,Vegetables,446,32,No
O013037,U05847,2025-01-03,Fruits,170,26,No
O013038,U05964,2025-05-15,Dairy,1086,21,No
O013039,U09229,2025-03-30,Snacks,867,32,No
O013040,U09787,2025-09-17,Household,1111,17,Yes
O013041,U02361,2025-09-18,Fruits,311,14,Yes
O013042,U03374,2025-03-22,Personal Care,282,21,Yes
O013043,U09525,2025-09-05,Personal Care,750,16,Yes
O013044,U05020,2025-06-19,Dairy,697,27,Yes
O013045,U05829,2025-04-22,Vegetables,1096,26,No
O013046,U00167,2025-10-22,Snacks,987,26,No
O013047,U01044,2025-10-19,Dairy,1114,25,No
O013048,U02452,2025-06-16,Fruits,713,13,No
O013049,U08290,2025-10-18,Snacks,363,17,No
O013050,U08882,2025-08-26,Vegetables,1155,21,No
O013051,U03870,2025-07-14,Snacks,459,22,Yes
O013052,U01762,2025-08-25,Dairy,429,25,Yes
O013053,U07450,2025-11-08,Vegetables,254,14,No
O013054,U07424,2025-12-27,Dairy,546,31,Yes
O013055,U04970,2025-10-24,Fruits,161,10,Yes
O013056,U07364,2025-12-12,Household,652,22,Yes
O013057,U04202,2025-01-11,Personal Care,523,9,No
O013058,U01499,2025-12-30,Personal Care,611,22,Yes
O013059,U01591,2025-03-08,Personal Care,274,31,No
O013060,U03441,2025-03-17,Fruits,1060,29,Yes
O013061,U06444,2025-03-12,Fruits,244,19,Yes
O013062,U04795,2025-07-29,Personal Care,1002,9,Yes
O013063,U09599,2025-03-01,Vegetables,169,9,Yes
O013064,U03212,2025-01-27,Household,116,18,Yes
O013065,U08807,2025-07-23,Personal Care,828,9,Yes
O013066,U00386,2025-09-13,Fruits,638,15,No
O013067,U06399,2025-01-24,Fruits,938,12,No
O013068,U02090,2025-03-14,Vegetables,168,20,Yes
O013069,U09722,2025-12-10,Household,717,22,No
O013070,U00162,2025-08-07,Personal Care,1027,10,No
O013071,U03871,2025-08-12,Snacks,1053,14,No
O013072,U03397,2025-10-19,Household,476,23,No
O013073,U05414,2025-06-12,Vegetables,583,29,No
O013074,U08779,2025-01-25,Snacks,839,23,No
O013075,U08799,2025-09-22,Snacks,714,32,No
O013076,U02940,2025-11-05,Snacks,224,19,No
O013077,U08281,2025-08-12,Snacks,773,30,No
O013078,U08580,2025-09-10,Fruits,463,13,No
O013079,U04693,2025-08-17,Fruits,976,28,Yes
O013080,U01385,2025-02-26,Fruits,930,10,No
O013081,U09130,2025-08-15,Fruits,1194,15,Yes
O013082,U04787,2025-10-21,Dairy,348,14,No
O013083,U04721,2025-04-29,Vegetables,706,31,No
O013084,U04853,2025-04-26,Vegetables,518,13,No
O013085,U05566,2025-12-15,Fruits,380,33,No
O013086,U08499,2025-11-06,Vegetables,842,17,No
O013087,U03637,2025-05-16,Dairy,477,12,No
O013088,U00448,2025-12-15,Household,1058,19,No
O013089,U03330,2025-08-15,Personal Care,1100,16,No
O013090,U04587,2025-01-06,Personal Care,1005,16,No
O013091,U03642,2025-11-29,Snacks,987,20,No
O013092,U08209,2025-09-10,Household,966,34,No
O013093,U04310,2025-06-09,Snacks,991,12,Yes
O013094,U04615,2025-09-24,Personal Care,1193,27,No
O013095,U09586,2025-06-07,Household,883,17,No
O013096,U07057,2025-10-22,Dairy,1105,32,No
O013097,U05653,2025-02-19,Snacks,965,11,No
O013098,U09695,2025-12-28,Vegetables,304,23,No
O013099,U05881,2025-09-20,Personal Care,259,10,No
O013100,U05071,2025-11-06,Personal Care,126,24,No
O013101,U06720,2025-07-12,Fruits,198,17,No
O013102,U04951,2025-12-04,Snacks,666,18,No
O013103,U05813,2025-01-01,Personal Care,348,17,No
O013104,U02542,2025-09-06,Household,335,11,Yes
O013105,U08926,2025-03-11,Personal Care,806,28,Yes
O013106,U06246,2025-11-23,Household,258,20,Yes
O013107,U05372,2025-08-30,Vegetables,685,15,No
O013108,U01606,2025-11-06,Personal Care,832,26,No
O013109,U02627,2025-11-16,Fruits,912,19,Yes
O013110,U06361,2025-07-21,Dairy,971,28,Yes
O013111,U00207,2025-03-15,Vegetables,451,10,No
O013112,U02811,2025-02-10,Vegetables,119,13,Yes
O013113,U08725,2025-12-14,Dairy,555,28,Yes
O013114,U03142,2025-10-15,Dairy,793,11,Yes
O013115,U01559,2025-04-30,Fruits,867,27,Yes
O013116,U01465,2025-11-21,Fruits,408,28,Yes
O013117,U04405,2025-02-28,Fruits,749,33,No
O013118,U08958,2025-07-09,Fruits,799,18,No
O013119,U06014,2025-10-24,Vegetables,707,11,Yes
O013120,U08859,2025-01-19,Vegetables,940,29,No
O013121,U08399,2025-03-18,Fruits,738,16,Yes
O013122,U03755,2025-01-14,Fruits,780,31,Yes
O013123,U07571,2025-07-22,Personal Care,675,34,No
O013124,U07203,2025-10-24,Personal Care,354,11,Yes
O013125,U01045,2025-10-29,Vegetables,780,18,Yes
O013126,U09693,2025-06-21,Personal Care,675,29,No
O013127,U09051,2025-06-12,Vegetables,253,9,No
O013128,U02344,2025-06-17,Dairy,685,27,Yes
O013129,U07242,2025-10-31,Snacks,632,28,Yes
O013130,U03253,2025-10-25,Household,824,22,No
O013131,U02168,2025-08-13,Snacks,683,18,Yes
O013132,U00184,2025-02-04,Fruits,350,23,No
O013133,U09896,2025-07-17,Personal Care,343,23,No
O013134,U05581,2025-04-10,Snacks,424,15,No
O013135,U09627,2025-01-10,Vegetables,636,14,No
O013136,U04720,2025-05-24,Vegetables,913,8,No
O013137,U02362,2025-09-23,Snacks,408,23,Yes
O013138,U05713,2025-04-15,Household,994,21,Yes
O013139,U06600,2025-04-11,Fruits,413,33,No
O013140,U08796,2025-10-06,Vegetables,965,13,Yes
O013141,U04378,2025-06-27,Dairy,971,26,Yes
O013142,U02836,2025-08-18,Household,204,14,Yes
O013143,U09358,2025-07-03,Fruits,552,10,Yes
O013144,U02802,2025-12-02,Household,970,8,Yes
O013145,U04730,2025-11-25,Household,625,21,No
O013146,U09380,2025-05-04,Personal Care,528,29,Yes
O013147,U04252,2025-04-08,Snacks,225,25,Yes
O013148,U08712,2025-12-24,Fruits,713,8,No
O013149,U07473,2025-05-20,Vegetables,430,25,No
O013150,U03297,2025-06-05,Household,637,30,No
O013151,U04222,2025-11-14,Vegetables,609,26,No
O013152,U03033,2025-06-07,Vegetables,135,15,Yes
O013153,U03447,2025-05-03,Fruits,362,16,No
O013154,U07337,2025-02-19,Household,142,31,No
O013155,U08264,2025-12-05,Household,659,15,Yes
O013156,U00358,2025-04-30,Snacks,587,26,No
O013157,U03731,2025-07-20,Personal Care,1020,31,No
O013158,U05648,2025-05-11,Household,1019,32,No
O013159,U07233,2025-05-19,Snacks,793,30,Yes
O013160,U08010,2025-12-17,Vegetables,530,15,Yes
O013161,U02325,2025-01-21,Dairy,894,28,Yes
O013162,U00830,2025-04-22,Fruits,796,16,No
O013163,U04227,2025-05-02,Snacks,780,30,No
O013164,U03516,2025-10-10,Fruits,135,29,Yes
O013165,U09308,2025-12-25,Snacks,658,14,No
O013166,U02753,2025-06-05,Dairy,304,30,No
O013167,U08848,2025-05-04,Vegetables,107,24,No
O013168,U09561,2025-08-08,Fruits,259,28,Yes
O013169,U06982,2025-12-22,Fruits,973,29,Yes
O013170,U09650,2025-01-01,Snacks,517,10,Yes
O013171,U05577,2025-10-05,Snacks,794,26,No
O013172,U05010,2025-11-07,Personal Care,1172,31,Yes
O013173,U04306,2025-07-02,Personal Care,314,31,Yes
O013174,U05861,2025-03-28,Snacks,1195,32,Yes
O013175,U02763,2025-07-08,Snacks,814,29,No
O013176,U01490,2025-10-21,Household,1127,9,No
O013177,U01825,2025-01-13,Dairy,485,17,Yes
O013178,U01396,2025-09-05,Vegetables,349,21,Yes
O013179,U03461,2025-01-01,Vegetables,479,15,Yes
O013180,U09787,2025-12-13,Vegetables,615,26,Yes
O013181,U06404,2025-05-15,Household,707,33,Yes
O013182,U04754,2025-05-16,Personal Care,984,24,No
O013183,U08326,2025-12-02,Personal Care,255,30,Yes
O013184,U03312,2025-12-09,Vegetables,587,32,No
O013185,U04858,2025-05-03,Vegetables,668,19,No
O013186,U04963,2025-08-10,Fruits,377,13,Yes
O013187,U09683,2025-09-22,Household,393,18,Yes
O013188,U05853,2025-06-20,Fruits,249,22,No
O013189,U09483,2025-03-25,Snacks,771,17,No
O013190,U05313,2025-04-07,Dairy,811,9,No
O013191,U05942,2025-06-05,Vegetables,952,25,No
O013192,U09443,2025-08-31,Personal Care,431,11,No
O013193,U00633,2025-06-10,Snacks,1158,33,Yes
O013194,U03336,2025-01-26,Dairy,1102,32,Yes
O013195,U06261,2025-06-10,Personal Care,781,30,Yes
O013196,U09809,2025-01-13,Snacks,982,21,No
O013197,U05877,2025-02-07,Snacks,118,13,No
O013198,U00860,2025-04-05,Personal Care,458,31,No
O013199,U06642,2025-03-25,Vegetables,180,15,No
O013200,U04285,2025-07-26,Household,518,26,Yes
O013201,U04403,2025-11-21,Snacks,654,19,Yes
O013202,U02254,2025-10-09,Dairy,375,18,No
O013203,U06133,2025-11-15,Fruits,176,15,No
O013204,U06904,2025-09-20,Household,1114,27,Yes
O013205,U04241,2025-07-29,Household,1079,29,Yes
O013206,U07798,2025-08-02,Vegetables,850,22,Yes
O013207,U09670,2025-04-21,Personal Care,1163,32,No
O013208,U00077,2025-11-16,Dairy,488,10,No
O013209,U03747,2025-01-31,Dairy,338,8,No
O013210,U09582,2025-02-27,Dairy,244,24,Yes
O013211,U04251,2025-01-22,Fruits,184,21,Yes
O013212,U04706,2025-07-05,Household,1088,8,No
O013213,U06915,2025-11-10,Fruits,247,16,Yes
O013214,U08096,2025-02-16,Snacks,256,15,No
O013215,U01735,2025-04-17,Personal Care,459,23,No
O013216,U01826,2025-07-24,Household,292,12,No
O013217,U02709,2025-05-22,Fruits,224,27,No
O013218,U07428,2025-11-01,Household,1096,29,No
O013219,U09668,2025-03-07,Household,932,26,No
O013220,U05991,2025-02-27,Fruits,495,18,No
O013221,U08351,2025-01-07,Vegetables,973,33,No
O013222,U08621,2025-02-22,Fruits,121,8,No
O013223,U08529,2025-02-17,Snacks,987,12,No
O013224,U06068,2025-02-21,Household,807,15,Yes
O013225,U09216,2025-07-05,Dairy,1127,23,Yes
O013226,U00556,2025-04-05,Dairy,954,26,Yes
O013227,U09508,2025-06-24,Personal Care,1033,22,Yes
O013228,U01557,2025-01-15,Snacks,774,15,Yes
O013229,U02327,2025-11-25,Household,658,24,No
O013230,U02765,2025-02-16,Dairy,872,26,No
O013231,U03050,2025-08-12,Vegetables,1079,25,No
O013232,U04805,2025-07-13,Snacks,915,30,No
O013233,U06244,2025-07-11,Household,498,27,Yes
O013234,U01292,2025-06-26,Snacks,810,8,Yes
O013235,U02794,2025-09-20,Snacks,410,8,No
O013236,U00432,2025-08-20,Fruits,1154,14,No
O013237,U07842,2025-05-26,Vegetables,832,28,No
O013238,U06358,2025-12-13,Vegetables,1084,12,No
O013239,U00372,2025-07-09,Dairy,805,28,No
O013240,U00600,2025-08-14,Vegetables,189,14,No
O013241,U01159,2025-09-22,Dairy,415,26,No
O013242,U09006,2025-03-10,Personal Care,457,10,No
O013243,U03203,2025-05-03,Vegetables,220,15,No
O013244,U08889,2025-03-18,Snacks,360,31,No
O013245,U02417,2025-06-12,Snacks,734,13,No
O013246,U07326,2025-10-21,Fruits,914,8,No
O013247,U00255,2025-04-20,Household,765,34,No
O013248,U07777,2025-04-02,Vegetables,519,31,No
O013249,U01253,2025-12-25,Dairy,694,28,Yes
O013250,U05428,2025-07-03,Household,668,23,Yes
O013251,U06117,2025-10-13,Vegetables,1034,17,No
O013252,U05972,2025-05-15,Vegetables,779,28,Yes
O013253,U09889,2025-10-21,Dairy,543,22,Yes
O013254,U05268,2025-05-21,Vegetables,221,16,Yes
O013255,U01634,2025-02-08,Dairy,847,20,No
O013256,U05381,2025-03-04,Personal Care,435,26,No
O013257,U07808,2025-03-29,Household,1133,11,Yes
O013258,U06507,2025-01-30,Fruits,530,13,No
O013259,U06323,2025-06-11,Personal Care,501,17,No
O013260,U03321,2025-05-24,Household,132,15,Yes
O013261,U03964,2025-10-06,Fruits,109,25,Yes
O013262,U07958,2025-03-14,Dairy,812,23,No
O013263,U02702,2025-06-26,Dairy,1069,17,Yes
O013264,U09805,2025-09-03,Vegetables,995,13,No
O013265,U06978,2025-08-28,Personal Care,551,16,Yes
O013266,U09977,2025-02-12,Fruits,663,28,Yes
O013267,U00717,2025-01-25,Dairy,376,22,No
O013268,U00314,2025-10-31,Household,686,9,No
O013269,U07902,2025-02-23,Dairy,128,26,Yes
O013270,U00108,2025-01-10,Vegetables,765,10,No
O013271,U05541,2025-09-04,Vegetables,492,34,Yes
O013272,U05518,2025-06-07,Household,715,25,No
O013273,U03392,2025-07-16,Vegetables,672,29,No
O013274,U05999,2025-07-27,Snacks,886,28,Yes
O013275,U08967,2025-07-02,Fruits,903,24,No
O013276,U00517,2025-09-19,Household,1098,34,Yes
O013277,U04321,2025-03-04,Fruits,697,12,No
O013278,U03321,2025-06-19,Household,897,27,No
O013279,U02084,2025-05-21,Vegetables,1162,26,No
O013280,U04096,2025-04-04,Snacks,581,27,Yes
O013281,U01137,2025-06-08,Snacks,636,10,Yes
O013282,U09659,2025-02-20,Dairy,523,26,No
O013283,U02681,2025-09-27,Dairy,568,30,No
O013284,U05604,2025-05-05,Fruits,607,14,Yes
O013285,U07422,2025-05-06,Dairy,321,28,Yes
O013286,U08579,2025-01-29,Household,795,19,Yes
O013287,U03990,2025-02-16,Fruits,518,12,No
O013288,U00736,2025-10-08,Household,1041,31,No
O013289,U07639,2025-04-09,Vegetables,876,16,Yes
O013290,U06837,2025-10-25,Dairy,1081,16,Yes
O013291,U08312,2025-11-10,Household,314,34,Yes
O013292,U00749,2025-04-26,Snacks,695,30,Yes
O013293,U09428,2025-09-18,Vegetables,1185,15,Yes
O013294,U08953,2025-03-29,Dairy,1090,12,No
O013295,U07541,2025-02-25,Vegetables,1092,13,No
O013296,U03062,2025-07-10,Personal Care,817,15,No
O013297,U01817,2025-07-12,Fruits,112,16,No
O013298,U07488,2025-02-16,Snacks,578,15,Yes
O013299,U04413,2025-12-14,Household,265,29,No
O013300,U08927,2025-11-24,Dairy,236,24,Yes
O013301,U00184,2025-10-04,Household,909,33,Yes
O013302,U06237,2025-06-19,Vegetables,340,28,Yes
O013303,U07523,2025-08-17,Personal Care,1115,32,Yes
O013304,U06366,2025-06-23,Vegetables,261,34,No
O013305,U00442,2025-10-16,Fruits,246,10,Yes
O013306,U03589,2025-11-12,Snacks,989,12,Yes
O013307,U00545,2025-12-13,Household,610,26,Yes
O013308,U01805,2025-03-18,Vegetables,144,23,Yes
O013309,U04546,2025-08-21,Household,634,15,No
O013310,U01132,2025-03-26,Household,420,17,Yes
O013311,U07658,2025-07-13,Snacks,128,8,No
O013312,U07773,2025-09-06,Vegetables,608,24,No
O013313,U02653,2025-05-29,Dairy,1102,24,Yes
O013314,U09648,2025-11-04,Household,552,24,No
O013315,U01815,2025-02-03,Personal Care,709,22,Yes
O013316,U03112,2025-04-18,Snacks,972,11,Yes
O013317,U09468,2025-08-16,Fruits,453,9,No
O013318,U01653,2025-05-12,Vegetables,963,23,No
O013319,U02949,2025-12-27,Vegetables,1020,16,No
O013320,U05919,2025-10-13,Fruits,741,23,No
O013321,U02064,2025-06-16,Household,120,26,No
O013322,U09737,2025-08-25,Fruits,802,23,No
O013323,U08082,2025-12-10,Fruits,447,31,No
O013324,U05167,2025-12-19,Household,603,13,No
O013325,U08264,2025-02-28,Dairy,178,10,Yes
O013326,U08008,2025-09-25,Household,606,29,No
O013327,U06602,2025-06-01,Dairy,1081,15,Yes
O013328,U08323,2025-05-29,Fruits,1045,20,Yes
O013329,U09051,2025-02-05,Personal Care,1027,11,No
O013330,U03804,2025-07-04,Dairy,235,23,No
O013331,U08804,2025-08-23,Fruits,765,16,No
O013332,U09213,2025-04-11,Snacks,946,16,No
O013333,U08976,2025-07-02,Snacks,535,26,No
O013334,U01679,2025-04-20,Snacks,344,23,No
O013335,U08776,2025-04-21,Snacks,251,26,Yes
O013336,U00999,2025-09-06,Vegetables,516,27,Yes
O013337,U03761,2025-03-26,Household,563,32,No
O013338,U05071,2025-05-13,Fruits,653,26,No
O013339,U00444,2025-07-14,Snacks,229,19,Yes
O013340,U00197,2025-06-30,Household,525,29,No
O013341,U00070,2025-09-18,Household,1021,22,Yes
O013342,U05303,2025-05-24,Snacks,273,9,Yes
O013343,U05765,2025-01-20,Dairy,829,12,No
O013344,U03353,2025-05-03,Personal Care,333,30,Yes
O013345,U07720,2025-05-30,Snacks,559,13,Yes
O013346,U08195,2025-07-04,Dairy,478,11,No
O013347,U03764,2025-01-19,Vegetables,665,20,Yes
O013348,U00210,2025-01-03,Snacks,1060,24,Yes
O013349,U09280,2025-02-11,Vegetables,114,14,No
O013350,U01139,2025-10-11,Fruits,277,17,No
O013351,U01976,2025-04-12,Dairy,716,31,No
O013352,U07069,2025-10-23,Dairy,206,19,Yes
O013353,U07739,2025-07-20,Household,685,24,No
O013354,U06655,2025-07-05,Dairy,127,15,No
O013355,U09983,2025-08-20,Personal Care,269,8,No
O013356,U01320,2025-08-17,Fruits,432,21,Yes
O013357,U01752,2025-09-24,Snacks,1095,20,No
O013358,U06179,2025-06-07,Dairy,565,23,No
O013359,U02543,2025-10-12,Dairy,147,23,No
O013360,U04679,2025-04-29,Snacks,464,19,Yes
O013361,U02595,2025-12-26,Snacks,1153,17,Yes
O013362,U07626,2025-02-06,Vegetables,983,23,No
O013363,U04837,2025-08-15,Vegetables,992,10,No
O013364,U02708,2025-05-31,Household,1008,30,Yes
O013365,U08236,2025-10-24,Personal Care,507,16,No
O013366,U04009,2025-02-22,Vegetables,581,21,Yes
O013367,U07885,2025-10-06,Fruits,300,27,Yes
O013368,U01927,2025-03-19,Household,155,33,Yes
O013369,U00350,2025-11-17,Snacks,707,31,No
O013370,U02315,2025-10-02,Fruits,1143,28,No
O013371,U01549,2025-11-29,Fruits,777,29,No
O013372,U00535,2025-08-08,Snacks,1152,31,No
O013373,U05404,2025-09-23,Snacks,929,25,Yes
O013374,U04497,2025-04-01,Vegetables,915,21,Yes
O013375,U03759,2025-06-13,Personal Care,436,26,No
O013376,U06056,2025-04-15,Personal Care,592,16,Yes
O013377,U03668,2025-02-13,Vegetables,569,34,No
O013378,U02950,2025-12-06,Vegetables,238,11,No
O013379,U03482,2025-08-16,Personal Care,757,24,Yes
O013380,U01711,2025-05-31,Household,485,9,Yes
O013381,U06317,2025-08-06,Household,315,17,No
O013382,U09778,2025-06-27,Snacks,1181,31,Yes
O013383,U02317,2025-12-06,Personal Care,1105,24,Yes
O013384,U07206,2025-12-13,Household,869,26,No
O013385,U02016,2025-11-29,Snacks,322,21,No
O013386,U05917,2025-12-08,Dairy,193,26,No
O013387,U08830,2025-02-16,Dairy,1122,16,No
O013388,U05923,2025-10-16,Dairy,1199,24,Yes
O013389,U06812,2025-01-13,Household,1104,33,Yes
O013390,U00787,2025-03-09,Fruits,624,26,No
O013391,U00433,2025-08-27,Snacks,1184,24,No
O013392,U08787,2025-10-19,Snacks,286,8,No
O013393,U03656,2025-06-04,Personal Care,436,27,No
O013394,U07438,2025-01-02,Dairy,166,29,No
O013395,U03427,2025-01-12,Dairy,402,27,Yes
O013396,U09864,2025-01-17,Personal Care,1148,14,Yes
O013397,U02176,2025-12-12,Vegetables,400,26,No
O013398,U03556,2025-05-05,Vegetables,946,34,No
O013399,U00066,2025-08-19,Fruits,905,24,No
O013400,U09920,2025-07-29,Personal Care,1167,12,No
O013401,U01501,2025-11-09,Snacks,630,24,No
O013402,U01480,2025-10-13,Personal Care,231,23,Yes
O013403,U07171,2025-05-27,Vegetables,1162,14,No
O013404,U01898,2025-07-04,Dairy,373,32,No
O013405,U02315,2025-10-01,Household,245,31,No
O013406,U04679,2025-12-24,Fruits,880,21,No
O013407,U01831,2025-05-01,Dairy,911,23,No
O013408,U09109,2025-03-15,Personal Care,553,31,No
O013409,U04646,2025-01-17,Fruits,681,27,No
O013410,U00859,2025-06-18,Dairy,959,24,Yes
O013411,U09643,2025-09-06,Dairy,951,19,Yes
