user_id,age,city,occupation,acquisition_source,membership,signup_date,churned,days_since_last_order
U01178,33,Delhi,Working Professional,Influencer,Free,2025-01-25,No,17
U01179,48,Delhi,Working Professional,Instagram Ads,Free,2025-08-20,No,26
U01180,28,Mumbai,Student,Influencer,Premium,2025-12-30,No,20
U01181,39,Bangalore,Family,Influencer,Free,2025-07-15,No,5
U01182,33,Delhi,Family,Organic,Premium,2025-04-17,No,11
U01183,25,Delhi,Working Professional,Influencer,Free,2025-05-25,Yes,33
U01184,21,Chennai,Student,Google Ads,Premium,2024-05-13,No,27
U01185,25,Delhi,Student,Referral,Free,2025-01-23,No,10
U01186,21,Pune,Working Professional,Referral,Free,2024-03-01,No,14
U01187,41,Hyderabad,Student,Referral,Free,2025-04-14,Yes,34
U01188,42,Mumbai,Family,Organic,Free,2024-12-16,Yes,101
U01189,20,Delhi,Working Professional,Organic,Premium,2024-02-27,No,2
U01190,49,Delhi,Working Professional,Referral,Premium,2024-07-03,No,7
U01191,20,Hyderabad,Working Professional,Instagram Ads,Free,2024-07-21,No,10
U01192,44,Bangalore,Student,Referral,Free,2024-02-01,No,18
U01193,46,Hyderabad,Family,Influencer,Free,2025-10-18,Yes,51
U01194,49,Chennai,Working Professional,Referral,Free,2024-06-17,Yes,88
U01195,35,Hyderabad,Family,Referral,Free,2024-01-22,Yes,95
U01196,46,Delhi,Working Professional,Instagram Ads,Free,2024-03-19,No,4
U01197,43,Delhi,Working Professional,Organic,Premium,2024-05-15,No,1
U01198,36,Pune,Student,Organic,Premium,2024-10-28,No,14
U01199,36,Delhi,Working Professional,Influencer,Free,2025-11-18,No,24
U01200,38,Delhi,Working Professional,Referral,Free,2025-01-21,No,9
U01201,22,Hyderabad,Working Professional,Google Ads,Premium,2025-08-11,No,22
U01202,35,Mumbai,Working Professional,Influencer,Premium,2025-06-25,Yes,52
U01203,45,Chennai,Student,Organic,Free,2024-10-10,No,12
U01204,27,Bangalore,Family,Instagram Ads,Premium,2024-11-24,No,28
U01205,46,Delhi,Family,Organic,Free,2025-04-04,Yes,98
U01206,39,Chennai,Student,Organic,Premium,2024-06-01,No,14
U01207,38,Delhi,Family,Instagram Ads,Premium,2025-12-25,No,12
U01208,23,Mumbai,Student,Referral,Free,2025-11-21,Yes,89
U01209,18,Mumbai,Working Professional,Referral,Free,2025-05-01,No,2
U01210,22,Delhi,Student,Organic,Free,2025-08-17,No,24
U01211,26,Mumbai,Family,Influencer,Free,2025-12-12,Yes,106
U01212,29,Delhi,Student,Google Ads,Premium,2025-10-02,No,13
U01213,43,Mumbai,Working Professional,Influencer,Free,2024-07-09,No,22
U01214,31,Mumbai,Working Professional,Influencer,Premium,2024-02-21,No,6
U01215,19,Hyderabad,Student,Organic,Free,2025-08-17,No,17
U01216,34,Pune,Working Professional,Organic,Free,2024-12-06,No,28
U01217,31,Delhi,Student,Google Ads,Premium,2025-11-30,No,23
U01218,43,Mumbai,Working Professional,Google Ads,Premium,2025-06-08,No,16
U01219,30,Mumbai,Family,Google Ads,Free,2024-01-17,Yes,92
U01220,44,Delhi,Family,Organic,Free,2024-08-29,No,5
U01221,26,Hyderabad,Family,Organic,Free,2024-12-05,Yes,95
U01222,43,Hyderabad,Working Professional,Influencer,Premium,2025-10-31,No,4
U01223,42,Delhi,Student,Organic,Free,2025-11-08,Yes,65
U01224,32,Mumbai,Working Professional,Referral,Premium,2025-10-12,No,15
U01225,42,Delhi,Student,Referral,Premium,2025-02-14,No,13
U01226,39,Bangalore,Family,Google Ads,Free,2024-10-20,No,14
U01227,32,Delhi,Student,Organic,Free,2024-01-28,No,22
U01228,41,Chennai,Family,Referral,Free,2025-02-13,No,9
U01229,47,Hyderabad,Student,Influencer,Free,2024-12-24,Yes,105
U01230,28,Mumbai,Family,Instagram Ads,Free,2025-11-03,No,14
U01231,48,Bangalore,Student,Influencer,Free,2025-02-19,No,21
U01232,33,Chennai,Student,Instagram Ads,Free,2024-06-30,Yes,34
U01233,46,Bangalore,Working Professional,Influencer,Free,2025-10-28,Yes,36
U01234,34,Delhi,Student,Referral,Free,2025-12-26,No,4
U01235,43,Mumbai,Working Professional,Organic,Free,2024-12-05,No,23
U01236,21,Pune,Working Professional,Instagram Ads,Free,2024-12-18,Yes,32
U01237,18,Bangalore,Student,Organic,Free,2024-03-09,Yes,44
U01238,25,Bangalore,Family,Organic,Premium,2025-04-21,No,23
U01239,34,Pune,Working Professional,Referral,Premium,2024-11-20,No,25
U01240,20,Pune,Working Professional,Google Ads,Free,2025-05-08,Yes,113
U01241,46,Chennai,Working Professional,Google Ads,Free,2024-10-21,No,11
U01242,37,Delhi,Working Professional,Instagram Ads,Free,2024-07-27,No,21
U01243,32,Bangalore,Student,Referral,Premium,2024-06-05,Yes,43
U01244,32,Hyderabad,Student,Organic,Free,2024-03-15,Yes,33
U01245,48,Hyderabad,Working Professional,Influencer,Premium,2024-10-13,No,12
U01246,41,Bangalore,Working Professional,Influencer,Free,2024-08-18,Yes,37
U01247,39,Delhi,Working Professional,Instagram Ads,Premium,2025-07-30,No,7
U01248,31,Hyderabad,Working Professional,Instagram Ads,Free,2024-09-27,Yes,64
U01249,43,Hyderabad,Working Professional,Instagram Ads,Premium,2024-03-23,Yes,97
U01250,45,Delhi,Student,Referral,Free,2025-08-08,Yes,65
U01251,40,Mumbai,Student,Influencer,Free,2024-09-21,No,3
U01252,31,Delhi,Working Professional,Referral,Free,2024-09-25,No,11
U01253,41,Mumbai,Student,Referral,Premium,2024-10-27,No,21
U01254,19,Delhi,Student,Organic,Premium,2024-03-30,No,10
U01255,30,Mumbai,Student,Referral,Free,2024-12-25,Yes,49
U01256,43,Bangalore,Family,Referral,Free,2024-10-26,No,1
U01257,31,Bangalore,Working Professional,Organic,Free,2024-01-02,Yes,86
U01258,44,Bangalore,Student,Google Ads,Premium,2025-02-16,No,8
U01259,41,Pune,Student,Organic,Free,2024-06-24,Yes,43
U01260,36,Delhi,Working Professional,Instagram Ads,Free,2024-05-04,Yes,30
U01261,24,Delhi,Working Professional,Google Ads,Free,2025-12-27,No,24
U01262,20,Pune,Working Professional,Influencer,Free,2025-08-01,No,12
U01263,32,Delhi,Family,Referral,Free,2024-06-26,Yes,43
U01264,40,Chennai,Working Professional,Google Ads,Free,2024-01-05,No,21
U01265,31,Pune,Student,Influencer,Free,2025-12-14,No,7
U01266,28,Bangalore,Working Professional,Organic,Free,2024-04-26,No,9
U01267,32,Chennai,Family,Organic,Free,2025-03-06,No,22
U01268,45,Delhi,Working Professional,Instagram Ads,Premium,2025-01-24,No,19
U01269,30,Mumbai,Working Professional,Instagram Ads,Free,2025-04-23,No,7
U01270,35,Bangalore,Student,Google Ads,Free,2025-04-15,Yes,56
U01271,43,Mumbai,Working Professional,Referral,Free,2024-12-15,Yes,101
U01272,23,Chennai,Working Professional,Organic,Free,2024-03-24,Yes,57
U01273,20,Delhi,Family,Google Ads,Premium,2025-08-23,Yes,85
U01274,36,Bangalore,Working Professional,Google Ads,Free,2024-08-14,No,5
U01275,32,Bangalore,Working Professional,Google Ads,Free,2025-03-28,No,6
U01276,49,Bangalore,Student,Instagram Ads,Free,2025-03-22,Yes,31
U01277,42,Delhi,Student,Organic,Premium,2024-04-20,No,17
U01278,40,Mumbai,Working Professional,Instagram Ads,Free,2024-11-18,No,4
U01279,22,Pune,Student,Instagram Ads,Free,2025-06-07,No,10
U01280,45,Delhi,Working Professional,Google Ads,Free,2025-06-22,No,23
U01281,27,Pune,Student,Influencer,Free,2024-04-14,No,23
U01282,24,Bangalore,Working Professional,Influencer,Premium,2024-03-26,No,8
U01283,42,Hyderabad,Family,Influencer,Premium,2025-05-17,No,14
U01284,34,Hyderabad,Working Professional,Google Ads,Free,2025-05-20,No,11
U01285,24,Delhi,Student,Referral,Free,2024-06-04,No,6
U01286,39,Bangalore,Working Professional,Organic,Premium,2025-12-11,Yes,68
U01287,43,Pune,Family,Google Ads,Free,2025-05-10,No,15
U01288,47,Mumbai,Working Professional,Google Ads,Free,2025-01-20,No,23
U01289,29,Chennai,Student,Instagram Ads,Free,2025-10-10,No,28
U01290,42,Mumbai,Student,Influencer,Premium,2025-04-07,No,12
U01291,34,Delhi,Student,Google Ads,Free,2025-06-26,Yes,31
U01292,30,Mumbai,Student,Referral,Free,2025-11-06,No,21
U01293,37,Chennai,Family,Organic,Free,2024-04-22,No,26
U01294,42,Mumbai,Family,Referral,Free,2025-03-21,No,22
U01295,21,Pune,Student,Google Ads,Free,2024-10-13,No,10
U01296,27,Pune,Student,Google Ads,Free,2024-07-19,Yes,88
U01297,20,Mumbai,Student,Instagram Ads,Premium,2025-01-13,No,4
U01298,26,Delhi,Family,Referral,Free,2025-05-27,No,28
U01299,30,Hyderabad,Working Professional,Instagram Ads,Premium,2025-12-23,Yes,119
U01300,35,Mumbai,Working Professional,Referral,Free,2024-09-21,No,24
U01301,32,Hyderabad,Working Professional,Influencer,Free,2024-07-06,No,28
U01302,21,Mumbai,Working Professional,Influencer,Free,2024-12-22,No,8
U01303,32,Mumbai,Working Professional,Referral,Premium,2024-08-28,Yes,69
U01304,39,Hyderabad,Student,Instagram Ads,Premium,2024-07-11,No,3
U01305,19,Mumbai,Working Professional,Influencer,Free,2024-04-19,Yes,93
U01306,32,Mumbai,Working Professional,Google Ads,Free,2025-05-13,No,23
U01307,25,Mumbai,Student,Organic,Premium,2025-09-14,No,27
U01308,25,Mumbai,Student,Instagram Ads,Free,2024-03-05,Yes,119
U01309,34,Bangalore,Working Professional,Referral,Premium,2024-03-05,No,1
U01310,29,Pune,Working Professional,Organic,Premium,2024-11-12,No,19
U01311,36,Mumbai,Working Professional,Organic,Premium,2024-04-04,No,14
U01312,27,Bangalore,Family,Google Ads,Free,2025-04-03,No,3
U01313,26,Bangalore,Student,Instagram Ads,Premium,2025-12-09,No,22
U01314,22,Delhi,Student,Organic,Premium,2025-01-29,No,2
U01315,23,Delhi,Student,Instagram Ads,Premium,2024-07-14,No,4
U01316,37,Chennai,Working Professional,Google Ads,Free,2025-07-03,Yes,98
U01317,43,Hyderabad,Working Professional,Referral,Free,2024-02-08,No,6
U01318,49,Bangalore,Working Professional,Organic,Premium,2024-05-28,No,26
U01319,19,Bangalore,Student,Organic,Free,2025-01-10,No,9
U01320,44,Delhi,Working Professional,Organic,Premium,2025-11-06,No,10
U01321,41,Bangalore,Family,Instagram Ads,Free,2024-12-31,No,5
U01322,44,Bangalore,Family,Organic,Premium,2025-03-31,No,18
U01323,30,Bangalore,Family,Instagram Ads,Premium,2024-10-02,Yes,90
U01324,23,Mumbai,Working Professional,Influencer,Premium,2025-07-08,No,10
U01325,22,Delhi,Family,Influencer,Premium,2025-05-24,No,11
U01326,42,Delhi,Student,Instagram Ads,Free,2024-08-25,Yes,62
U01327,18,Chennai,Student,Influencer,Free,2025-02-08,No,8
U01328,38,Mumbai,Student,Google Ads,Free,2024-06-11,No,7
U01329,39,Mumbai,Working Professional,Google Ads,Premium,2024-11-15,No,14
U01330,38,Delhi,Family,Influencer,Free,2025-09-10,No,11
U01331,23,Delhi,Student,Referral,Premium,2025-09-08,No,8
U01332,23,Hyderabad,Working Professional,Instagram Ads,Free,2024-03-09,Yes,102
U01333,40,Bangalore,Working Professional,Influencer,Free,2024-04-18,Yes,73
U01334,33,Bangalore,Family,Instagram Ads,Free,2024-06-28,No,14
U01335,21,Delhi,Working Professional,Influencer,Premium,2024-05-11,No,5
U01336,47,Hyderabad,Family,Google Ads,Free,2025-06-02,Yes,41
U01337,28,Delhi,Student,Referral,Premium,2025-03-30,Yes,71
U01338,47,Delhi,Student,Instagram Ads,Premium,2025-02-11,Yes,38
U01339,47,Mumbai,Working Professional,Referral,Premium,2025-10-22,No,14
U01340,47,Mumbai,Working Professional,Google Ads,Premium,2024-07-03,No,2
U01341,48,Delhi,Student,Organic,Free,2025-04-01,No,24
U01342,41,Bangalore,Working Professional,Organic,Free,2025-05-19,Yes,48
U01343,40,Bangalore,Working Professional,Instagram Ads,Free,2025-10-29,No,18
U01344,26,Pune,Working Professional,Google Ads,Free,2025-05-24,No,2
U01345,40,Mumbai,Student,Instagram Ads,Premium,2024-10-16,No,25
U01346,20,Delhi,Working Professional,Instagram Ads,Premium,2024-09-01,No,22
U01347,36,Delhi,Working Professional,Instagram Ads,Free,2024-02-07,Yes,86
U01348,48,Chennai,Student,Referral,Free,2024-04-24,No,9
U01349,25,Bangalore,Working Professional,Influencer,Premium,2025-05-12,No,18
U01350,22,Hyderabad,Student,Google Ads,Free,2024-12-02,No,24
U01351,21,Delhi,Student,Referral,Free,2025-04-03,Yes,42
U01352,41,Bangalore,Working Professional,Influencer,Free,2024-04-28,Yes,56
U01353,48,Delhi,Student,Instagram Ads,Free,2025-10-05,Yes,69
U01354,23,Bangalore,Family,Organic,Free,2024-02-25,No,2
U01355,19,Chennai,Working Professional,Referral,Free,2025-02-27,No,21
U01356,37,Chennai,Family,Google Ads,Free,2024-04-29,No,19
U01357,45,Bangalore,Student,Google Ads,Premium,2024-02-19,Yes,46
U01358,28,Mumbai,Working Professional,Influencer,Free,2024-12-30,No,8
U01359,21,Chennai,Student,Referral,Free,2025-01-07,No,22
U01360,32,Bangalore,Family,Instagram Ads,Free,2024-12-27,No,13
U01361,23,Delhi,Working Professional,Influencer,Free,2024-03-22,No,6
U01362,39,Mumbai,Student,Google Ads,Free,2025-07-14,No,9
U01363,34,Delhi,Family,Referral,Premium,2024-02-17,No,14
U01364,47,Mumbai,Working Professional,Organic,Free,2025-10-07,No,2
U01365,41,Mumbai,Student,Instagram Ads,Free,2024-08-25,No,28
U01366,23,Bangalore,Working Professional,Google Ads,Premium,2025-01-16,No,7
U01367,36,Mumbai,Working Professional,Referral,Premium,2025-01-23,Yes,30
U01368,47,Delhi,Student,Organic,Free,2024-11-30,No,11
U01369,42,Bangalore,Working Professional,Google Ads,Free,2025-11-15,No,19
U01370,19,Pune,Student,Organic,Free,2025-10-18,No,19
U01371,32,Bangalore,Working Professional,Google Ads,Free,2024-07-05,Yes,62
U01372,28,Mumbai,Working Professional,Influencer,Free,2024-04-29,No,20
U01373,25,Chennai,Working Professional,Influencer,Premium,2025-11-26,No,13
U01374,43,Chennai,Working Professional,Influencer,Free,2024-12-22,No,15
U01375,36,Delhi,Student,Referral,Free,2024-12-28,No,21
U01376,30,Delhi,Student,Influencer,Free,2025-08-13,No,5
U01377,29,Hyderabad,Student,Referral,Premium,2024-06-11,No,26
U01378,22,Pune,Working Professional,Instagram Ads,Free,2024-01-08,No,1
U01379,23,Chennai,Working Professional,Influencer,Free,2025-09-02,Yes,47
U01380,43,Pune,Family,Referral,Free,2024-11-12,Yes,45
U01381,39,Bangalore,Student,Google Ads,Free,2024-01-27,No,22
U01382,21,Bangalore,Working Professional,Referral,Free,2024-10-02,No,27
U01383,36,Delhi,Working Professional,Referral,Free,2025-04-16,No,11
U01384,37,Delhi,Working Professional,Google Ads,Free,2025-12-16,No,15
U01385,18,Mumbai,Family,Referral,Premium,2025-11-02,Yes,89
U01386,37,Bangalore,Student,Google Ads,Free,2025-04-21,Yes,38
U01387,34,Bangalore,Student,Organic,Free,2024-06-26,No,18
U01388,29,Hyderabad,Working Professional,Influencer,Premium,2025-12-04,No,15
U01389,32,Delhi,Student,Instagram Ads,Free,2025-07-05,Yes,114
U01390,18,Bangalore,Student,Referral,Premium,2024-12-25,Yes,104
U01391,43,Delhi,Student,Google Ads,Premium,2024-08-23,No,17
U01392,31,Mumbai,Student,Influencer,Free,2024-02-02,No,18
U01393,49,Hyderabad,Working Professional,Referral,Free,2025-06-24,No,10
U01394,23,Hyderabad,Student,Influencer,Free,2025-06-28,Yes,109
U01395,22,Chennai,Working Professional,Organic,Free,2024-04-09,Yes,60
U01396,47,Delhi,Working Professional,Referral,Premium,2025-10-18,Yes,92
U01397,28,Mumbai,Working Professional,Google Ads,Premium,2024-11-25,No,27
U01398,48,Mumbai,Family,Organic,Free,2024-03-05,Yes,39
U01399,21,Mumbai,Student,Referral,Free,2024-05-01,No,25
U01400,30,Pune,Family,Influencer,Premium,2025-07-08,No,21
U01401,28,Hyderabad,Working Professional,Organic,Free,2025-12-21,Yes,101
U01402,20,Pune,Working Professional,Google Ads,Free,2025-04-20,No,9
U01403,18,Delhi,Working Professional,Referral,Free,2024-05-06,Yes,87
U01404,23,Pune,Working Professional,Influencer,Free,2024-07-04,No,15
U01405,35,Delhi,Family,Influencer,Premium,2024-03-31,Yes,51
U01406,41,Pune,Family,Organic,Premium,2025-07-08,No,23
U01407,27,Mumbai,Student,Referral,Free,2024-02-15,Yes,52
U01408,22,Mumbai,Student,Influencer,Free,2024-01-25,No,10
U01409,40,Bangalore,Working Professional,Organic,Premium,2025-12-07,No,16
U01410,27,Chennai,Family,Instagram Ads,Free,2024-12-14,Yes,83
U01411,29,Delhi,Student,Influencer,Free,2025-09-02,No,19
U01412,19,Mumbai,Working Professional,Organic,Premium,2025-03-10,No,26
U01413,30,Pune,Working Professional,Instagram Ads,Free,2024-11-25,Yes,39
U01414,25,Mumbai,Working Professional,Organic,Premium,2024-10-20,Yes,65
U01415,19,Delhi,Working Professional,Influencer,Free,2024-09-02,Yes,57
U01416,37,Mumbai,Working Professional,Instagram Ads,Free,2024-06-14,No,8
U01417,18,Mumbai,Family,Organic,Premium,2024-09-13,No,25
U01418,48,Chennai,Working Professional,Referral,Premium,2024-12-17,No,17
U01419,22,Hyderabad,Working Professional,Instagram Ads,Free,2024-07-07,No,28
U01420,26,Bangalore,Student,Organic,Free,2025-11-28,Yes,77
U01421,34,Chennai,Working Professional,Referral,Free,2025-11-24,No,3
U01422,26,Mumbai,Student,Instagram Ads,Premium,2024-10-01,Yes,89
U01423,28,Delhi,Student,Organic,Free,2024-02-03,No,8
U01424,32,Delhi,Working Professional,Influencer,Free,2025-12-19,No,21
U01425,41,Mumbai,Working Professional,Instagram Ads,Premium,2025-07-09,No,5
U01426,23,Delhi,Working Professional,Instagram Ads,Free,2025-05-04,Yes,34
U01427,40,Chennai,Student,Referral,Free,2025-05-13,No,15
U01428,20,Hyderabad,Working Professional,Organic,Free,2024-09-01,No,8
U01429,47,Delhi,Working Professional,Influencer,Premium,2024-09-10,No,13
U01430,48,Bangalore,Working Professional,Referral,Premium,2024-04-18,No,22
U01431,34,Hyderabad,Student,Instagram Ads,Free,2024-11-18,No,6
U01432,22,Chennai,Working Professional,Referral,Free,2024-04-23,No,23
U01433,47,Pune,Family,Referral,Free,2025-04-29,Yes,77
U01434,45,Bangalore,Student,Referral,Free,2024-10-04,Yes,84
U01435,29,Hyderabad,Student,Instagram Ads,Free,2024-01-29,No,9
U01436,35,Bangalore,Working Professional,Google Ads,Premium,2025-02-01,Yes,30
U01437,31,Bangalore,Working Professional,Referral,Premium,2024-08-09,No,24
U01438,38,Delhi,Working Professional,Google Ads,Free,2024-11-13,No,12
U01439,41,Delhi,Working Professional,Influencer,Free,2024-09-27,Yes,63
U01440,28,Bangalore,Working Professional,Influencer,Free,2025-02-01,No,13
U01441,26,Delhi,Working Professional,Influencer,Free,2025-03-26,Yes,96
U01442,19,Delhi,Student,Organic,Free,2025-08-31,Yes,53
U01443,29,Hyderabad,Student,Instagram Ads,Free,2024-12-08,No,12
U01444,20,Delhi,Working Professional,Google Ads,Free,2025-01-15,No,22
U01445,20,Bangalore,Student,Organic,Free,2025-01-10,No,4
U01446,18,Bangalore,Family,Google Ads,Free,2024-12-05,Yes,104
U01447,25,Chennai,Family,Instagram Ads,Premium,2024-01-07,No,2
U01448,49,Mumbai,Family,Referral,Free,2024-09-29,No,10
U01449,39,Delhi,Family,Organic,Free,2024-10-14,No,27
U01450,45,Bangalore,Working Professional,Instagram Ads,Free,2025-12-17,No,12
U01451,49,Pune,Family,Organic,Free,2024-07-02,No,4
U01452,46,Chennai,Student,Influencer,Free,2025-07-23,No,15
U01453,25,Mumbai,Student,Organic,Free,2025-09-14,No,14
U01454,28,Mumbai,Working Professional,Referral,Free,2024-07-04,No,13
U01455,26,Chennai,Student,Referral,Free,2025-10-04,Yes,96
U01456,22,Delhi,Family,Google Ads,Premium,2025-08-23,No,22
U01457,31,Bangalore,Working Professional,Organic,Premium,2025-04-24,No,27
U01458,45,Mumbai,Working Professional,Influencer,Free,2025-09-21,Yes,61
U01459,47,Delhi,Student,Referral,Free,2024-09-13,No,5
U01460,20,Mumbai,Working Professional,Google Ads,Free,2025-05-18,No,10
U01461,38,Delhi,Student,Influencer,Free,2024-04-19,No,10
U01462,22,Hyderabad,Family,Influencer,Free,2025-08-01,No,26
U01463,22,Chennai,Student,Influencer,Free,2024-05-27,No,17
U01464,36,Delhi,Working Professional,Instagram Ads,Free,2024-08-01,No,19
U01465,44,Pune,Student,Referral,Premium,2025-07-27,No,22
U01466,31,Delhi,Student,Instagram Ads,Premium,2025-07-21,No,23
U01467,43,Bangalore,Working Professional,Instagram Ads,Free,2025-03-12,Yes,73
U01468,47,Delhi,Student,Referral,Premium,2024-11-29,No,12
U01469,21,Chennai,Working Professional,Organic,Premium,2025-03-04,No,28
U01470,42,Hyderabad,Student,Google Ads,Free,2024-04-05,No,2
U01471,30,Bangalore,Student,Referral,Premium,2025-10-19,No,3
U01472,27,Pune,Working Professional,Google Ads,Free,2024-02-17,Yes,80
U01473,42,Bangalore,Student,Organic,Premium,2024-10-04,No,13
U01474,35,Chennai,Working Professional,Referral,Free,2024-07-21,Yes,58
U01475,25,Hyderabad,Family,Influencer,Free,2024-07-17,Yes,115
U01476,25,Chennai,Student,Referral,Free,2025-05-22,No,14
U01477,24,Bangalore,Student,Organic,Free,2024-11-24,No,13
U01478,25,Delhi,Student,Instagram Ads,Free,2024-05-03,No,7
U01479,31,Bangalore,Working Professional,Referral,Free,2024-07-18,Yes,97
U01480,49,Delhi,Working Professional,Influencer,Premium,2024-03-15,No,6
U01481,36,Bangalore,Working Professional,Referral,Free,2024-06-05,Yes,103
U01482,46,Mumbai,Working Professional,Instagram Ads,Free,2024-05-13,No,5
U01483,23,Bangalore,Student,Referral,Free,2024-11-07,No,13
U01484,18,Delhi,Working Professional,Influencer,Free,2024-04-29,Yes,91
U01485,40,Delhi,Working Professional,Organic,Premium,2024-01-12,No,17
U01486,48,Mumbai,Working Professional,Influencer,Premium,2025-09-11,Yes,103
U01487,32,Chennai,Family,Organic,Premium,2025-06-28,No,7
U01488,18,Mumbai,Working Professional,Influencer,Free,2024-04-29,No,14
U01489,42,Mumbai,Family,Google Ads,Free,2024-03-23,No,3
U01490,34,Hyderabad,Student,Referral,Free,2025-11-23,Yes,110
U01491,18,Bangalore,Student,Referral,Premium,2024-08-15,No,25
U01492,32,Mumbai,Student,Instagram Ads,Premium,2024-07-04,No,21
U01493,40,Mumbai,Working Professional,Google Ads,Free,2024-07-29,No,25
U01494,19,Delhi,Student,Instagram Ads,Free,2024-02-12,No,15
U01495,31,Chennai,Student,Referral,Free,2025-05-23,No,15
U01496,38,Delhi,Working Professional,Instagram Ads,Free,2024-03-13,No,25
U01497,25,Mumbai,Student,Organic,Free,2024-01-19,No,19
U01498,25,Delhi,Student,Google Ads,Free,2024-06-13,No,19
U01499,36,Delhi,Student,Influencer,Free,2024-09-23,No,13
U01500,24,Hyderabad,Family,Organic,Free,2025-03-15,Yes,71
U01501,36,Delhi,Student,Influencer,Free,2024-05-07,No,25
U01502,23,Delhi,Working Professional,Instagram Ads,Free,2025-03-28,No,19
U01503,23,Mumbai,Working Professional,Referral,Premium,2024-10-27,No,23
U01504,20,Delhi,Working Professional,Organic,Free,2024-11-13,No,19
U01505,24,Delhi,Student,Google Ads,Free,2025-10-15,Yes,68
U01506,36,Pune,Working Professional,Influencer,Free,2024-02-03,No,27
U01507,25,Hyderabad,Working Professional,Organic,Free,2024-04-07,Yes,93
U01508,27,Chennai,Working Professional,Referral,Premium,2024-07-28,No,16
U01509,49,Pune,Student,Google Ads,Free,2024-11-11,Yes,52
U01510,37,Hyderabad,Student,Google Ads,Free,2024-11-15,No,21
U01511,32,Delhi,Family,Influencer,Free,2025-12-10,Yes,82
U01512,32,Hyderabad,Working Professional,Organic,Free,2025-03-10,Yes,80
U01513,46,Pune,Working Professional,Organic,Free,2024-09-12,Yes,112
U01514,18,Hyderabad,Working Professional,Google Ads,Premium,2025-07-07,No,23
U01515,37,Bangalore,Family,Instagram Ads,Premium,2025-02-08,No,26
U01516,47,Delhi,Working Professional,Google Ads,Free,2025-09-07,No,17
U01517,24,Pune,Working Professional,Referral,Free,2025-03-29,No,13
U01518,44,Hyderabad,Family,Organic,Premium,2024-07-07,No,2
U01519,21,Chennai,Working Professional,Influencer,Free,2025-07-27,No,25
U01520,46,Delhi,Student,Organic,Free,2025-01-22,Yes,40
U01521,23,Delhi,Student,Google Ads,Premium,2024-05-22,No,27
U01522,42,Delhi,Working Professional,Referral,Premium,2024-08-09,Yes,57
U01523,18,Hyderabad,Family,Instagram Ads,Free,2025-03-15,No,24
U01524,46,Delhi,Working Professional,Organic,Premium,2025-06-15,No,18
U01525,22,Delhi,Working Professional,Google Ads,Premium,2024-10-06,No,19
U01526,44,Chennai,Working Professional,Google Ads,Premium,2024-09-04,No,24
U01527,40,Delhi,Working Professional,Google Ads,Premium,2024-04-25,No,16
U01528,18,Pune,Working Professional,Referral,Free,2025-02-08,Yes,110
U01529,47,Mumbai,Student,Google Ads,Free,2024-09-11,No,2
U01530,21,Pune,Family,Google Ads,Free,2024-10-23,Yes,65
U01531,39,Bangalore,Working Professional,Google Ads,Free,2025-06-08,Yes,107
U01532,19,Chennai,Working Professional,Organic,Free,2025-07-11,No,14
U01533,27,Chennai,Student,Google Ads,Free,2024-11-29,Yes,110
U01534,22,Delhi,Student,Referral,Free,2024-03-11,Yes,73
U01535,44,Delhi,Working Professional,Organic,Free,2024-02-28,No,21
U01536,27,Delhi,Working Professional,Google Ads,Free,2025-12-16,No,19
U01537,18,Bangalore,Working Professional,Instagram Ads,Free,2024-02-20,Yes,73
U01538,39,Pune,Working Professional,Referral,Free,2024-01-16,No,8
U01539,23,Mumbai,Working Professional,Instagram Ads,Premium,2025-05-18,No,6
U01540,30,Bangalore,Family,Referral,Free,2024-02-20,No,10
U01541,48,Delhi,Student,Instagram Ads,Premium,2024-05-07,No,11
U01542,32,Pune,Working Professional,Google Ads,Premium,2024-06-18,No,17
U01543,21,Chennai,Working Professional,Instagram Ads,Free,2025-08-02,No,11
U01544,30,Delhi,Working Professional,Instagram Ads,Free,2025-09-24,Yes,34
U01545,41,Mumbai,Working Professional,Referral,Free,2024-06-28,No,23
U01546,37,Delhi,Working Professional,Google Ads,Free,2024-11-23,No,13
U01547,41,Bangalore,Family,Referral,Free,2025-12-03,No,27
U01548,32,Bangalore,Student,Google Ads,Free,2024-10-27,No,24
U01549,46,Delhi,Working Professional,Influencer,Free,2024-09-07,Yes,47
U01550,25,Mumbai,Student,Organic,Free,2025-06-01,No,3
U01551,22,Mumbai,Student,Organic,Free,2024-09-18,Yes,116
U01552,46,Bangalore,Working Professional,Referral,Free,2024-03-31,No,2
U01553,32,Bangalore,Student,Google Ads,Free,2024-07-12,No,1
U01554,21,Delhi,Family,Instagram Ads,Free,2024-11-24,Yes,81
U01555,29,Hyderabad,Family,Organic,Free,2024-03-04,No,25
U01556,30,Hyderabad,Student,Referral,Free,2024-10-20,No,27
U01557,19,Mumbai,Working Professional,Referral,Free,2024-08-13,No,9
U01558,44,Delhi,Working Professional,Referral,Free,2025-03-20,No,21
U01559,48,Hyderabad,Family,Google Ads,Free,2024-11-29,No,1
U01560,36,Chennai,Working Professional,Referral,Free,2024-03-03,No,18
U01561,36,Delhi,Student,Influencer,Free,2025-05-11,Yes,41
U01562,21,Mumbai,Working Professional,Instagram Ads,Premium,2025-08-05,No,17
