session_id,user_id,app_open,searched,add_to_cart,checkout,order_completed
S002197,U00465,Yes,No,Yes,Yes,No
S002198,U07021,Yes,Yes,Yes,No,Yes
S002199,U00057,Yes,Yes,Yes,Yes,No
S002200,U08413,Yes,Yes,Yes,No,No
S002201,U07299,Yes,Yes,No,Yes,No
S002202,U02099,Yes,No,Yes,Yes,No
S002203,U00819,Yes,Yes,Yes,Yes,Yes
S002204,U02327,Yes,Yes,No,No,No
S002205,U01449,Yes,Yes,Yes,No,No
S002206,U00336,Yes,Yes,No,No,Yes
S002207,U02150,Yes,Yes,Yes,Yes,Yes
S002208,U01571,Yes,Yes,Yes,Yes,No
S002209,U07861,Yes,Yes,Yes,Yes,No
S002210,U05015,Yes,Yes,Yes,No,Yes
S002211,U01297,Yes,Yes,Yes,Yes,No
S002212,U08268,Yes,Yes,Yes,Yes,Yes
S002213,U03565,Yes,Yes,No,Yes,No
S002214,U03462,Yes,Yes,Yes,No,Yes
S002215,U09933,Yes,Yes,Yes,Yes,No
S002216,U05093,Yes,Yes,No,Yes,Yes
S002217,U05155,Yes,Yes,Yes,No,Yes
S002218,U02519,Yes,Yes,Yes,No,No
S002219,U07980,Yes,Yes,Yes,Yes,Yes
S002220,U00273,Yes,Yes,Yes,Yes,Yes
S002221,U09363,Yes,Yes,Yes,Yes,Yes
S002222,U09195,Yes,Yes,Yes,No,Yes
S002223,U03214,Yes,Yes,Yes,No,Yes
S002224,U00592,Yes,Yes,Yes,Yes,Yes
S002225,U05847,Yes,Yes,Yes,Yes,No
S002226,U05091,Yes,Yes,Yes,No,Yes
S002227,U04286,Yes,Yes,No,Yes,Yes
S002228,U03614,Yes,Yes,Yes,Yes,Yes
S002229,U01794,Yes,Yes,Yes,No,No
S002230,U08027,Yes,Yes,Yes,No,No
S002231,U08481,Yes,Yes,Yes,Yes,Yes
S002232,U02236,Yes,Yes,No,No,No
S002233,U03479,Yes,No,Yes,Yes,No
S002234,U01987,Yes,Yes,Yes,Yes,Yes
S002235,U06943,Yes,Yes,Yes,Yes,Yes
S002236,U09234,Yes,Yes,Yes,Yes,Yes
S002237,U04213,Yes,Yes,No,No,No
S002238,U05482,Yes,Yes,Yes,No,Yes
S002239,U07336,Yes,Yes,Yes,Yes,Yes
S002240,U06242,Yes,Yes,No,Yes,Yes
S002241,U05560,Yes,Yes,Yes,Yes,Yes
S002242,U09954,Yes,Yes,No,No,No
S002243,U02365,Yes,Yes,Yes,No,No
S002244,U01983,Yes,Yes,No,Yes,Yes
S002245,U02314,Yes,No,Yes,No,Yes
S002246,U00827,Yes,Yes,Yes,Yes,No
S002247,U04782,Yes,Yes,Yes,Yes,Yes
S002248,U09649,Yes,Yes,Yes,No,No
S002249,U04281,Yes,Yes,Yes,No,No
S002250,U02895,Yes,Yes,Yes,Yes,Yes
S002251,U09609,Yes,Yes,Yes,No,Yes
S002252,U09803,Yes,Yes,Yes,No,Yes
S002253,U09040,Yes,Yes,No,Yes,No
S002254,U04214,Yes,Yes,Yes,Yes,No
S002255,U03369,Yes,Yes,No,Yes,No
S002256,U04906,Yes,Yes,No,Yes,Yes
S002257,U09954,Yes,Yes,Yes,Yes,No
S002258,U06260,Yes,Yes,Yes,No,No
S002259,U07959,Yes,Yes,Yes,Yes,Yes
S002260,U05804,Yes,Yes,Yes,Yes,Yes
S002261,U01197,Yes,No,Yes,Yes,Yes
S002262,U06899,Yes,Yes,Yes,Yes,Yes
S002263,U08299,Yes,Yes,Yes,Yes,Yes
S002264,U08723,Yes,Yes,Yes,Yes,No
S002265,U09370,Yes,Yes,Yes,Yes,Yes
S002266,U07856,Yes,Yes,Yes,Yes,Yes
S002267,U01879,Yes,No,Yes,No,No
S002268,U01287,Yes,No,Yes,Yes,Yes
S002269,U07647,Yes,Yes,Yes,No,Yes
S002270,U03414,Yes,Yes,Yes,Yes,No
S002271,U01381,Yes,No,Yes,Yes,No
S002272,U07627,Yes,Yes,Yes,No,Yes
S002273,U08610,Yes,Yes,Yes,No,Yes
S002274,U09614,Yes,Yes,Yes,No,Yes
S002275,U07403,Yes,Yes,Yes,No,Yes
S002276,U03691,Yes,Yes,Yes,Yes,Yes
S002277,U09202,Yes,Yes,Yes,No,No
S002278,U00359,Yes,Yes,Yes,No,Yes
S002279,U08184,Yes,Yes,Yes,Yes,No
S002280,U08100,Yes,Yes,Yes,Yes,Yes
S002281,U04973,Yes,Yes,No,No,Yes
S002282,U04156,Yes,Yes,Yes,No,Yes
S002283,U00328,Yes,Yes,Yes,Yes,No
S002284,U09555,Yes,No,Yes,No,Yes
S002285,U02871,Yes,Yes,Yes,Yes,Yes
S002286,U08116,Yes,Yes,No,Yes,No
S002287,U01713,Yes,Yes,Yes,Yes,Yes
S002288,U06142,Yes,Yes,Yes,No,Yes
S002289,U01397,Yes,Yes,No,No,Yes
S002290,U08633,Yes,Yes,Yes,No,Yes
S002291,U05913,Yes,Yes,Yes,Yes,Yes
S002292,U07821,Yes,Yes,Yes,Yes,No
S002293,U01335,Yes,No,Yes,Yes,Yes
S002294,U00673,Yes,Yes,Yes,No,Yes
S002295,U09647,Yes,Yes,No,Yes,Yes
S002296,U00866,Yes,Yes,Yes,Yes,No
S002297,U03089,Yes,Yes,Yes,Yes,No
S002298,U07011,Yes,Yes,Yes,Yes,Yes
S002299,U06024,Yes,Yes,No,Yes,Yes
S002300,U05112,Yes,Yes,Yes,Yes,No
S002301,U08921,Yes,No,Yes,No,No
S002302,U01457,Yes,No,No,No,Yes
S002303,U02987,Yes,Yes,Yes,No,No
S002304,U03357,Yes,Yes,Yes,No,Yes
S002305,U09039,Yes,Yes,Yes,No,No
S002306,U05609,Yes,Yes,No,Yes,No
S002307,U01994,Yes,Yes,Yes,Yes,Yes
S002308,U06103,Yes,Yes,Yes,Yes,Yes
S002309,U09117,Yes,Yes,No,No,Yes
S002310,U00724,Yes,Yes,Yes,No,No
S002311,U00072,Yes,Yes,No,Yes,Yes
S002312,U01831,Yes,Yes,Yes,Yes,No
S002313,U04536,Yes,Yes,Yes,Yes,No
S002314,U06579,Yes,Yes,Yes,Yes,Yes
S002315,U02169,Yes,No,Yes,Yes,Yes
S002316,U09298,Yes,Yes,Yes,Yes,No
S002317,U09346,Yes,Yes,Yes,No,No
S002318,U03998,Yes,No,Yes,Yes,Yes
S002319,U00349,Yes,Yes,Yes,No,No
S002320,U05136,Yes,Yes,Yes,No,No
S002321,U04851,Yes,Yes,Yes,Yes,No
S002322,U03283,Yes,Yes,Yes,Yes,Yes
S002323,U04955,Yes,Yes,Yes,No,No
S002324,U06569,Yes,Yes,Yes,Yes,No
S002325,U01753,Yes,Yes,Yes,No,No
S002326,U05873,Yes,Yes,No,Yes,Yes
S002327,U01664,Yes,Yes,No,Yes,Yes
S002328,U03036,Yes,Yes,Yes,No,No
S002329,U08399,Yes,Yes,No,Yes,No
S002330,U07463,Yes,Yes,Yes,Yes,Yes
S002331,U02317,Yes,Yes,Yes,Yes,Yes
S002332,U07316,Yes,Yes,No,Yes,Yes
S002333,U01014,Yes,No,No,No,Yes
S002334,U03257,Yes,Yes,Yes,Yes,Yes
S002335,U04411,Yes,Yes,No,Yes,No
S002336,U07626,Yes,Yes,No,No,Yes
S002337,U01024,Yes,Yes,Yes,Yes,Yes
S002338,U07516,Yes,No,Yes,Yes,Yes
S002339,U08433,Yes,Yes,Yes,No,Yes
S002340,U08647,Yes,Yes,Yes,Yes,No
S002341,U01662,Yes,Yes,Yes,No,Yes
S002342,U01415,Yes,Yes,No,Yes,No
S002343,U09937,Yes,Yes,Yes,Yes,Yes
S002344,U03143,Yes,Yes,Yes,No,Yes
S002345,U02080,Yes,Yes,Yes,Yes,No
S002346,U02001,Yes,Yes,No,Yes,Yes
S002347,U01647,Yes,Yes,No,Yes,Yes
S002348,U05829,Yes,Yes,Yes,Yes,Yes
S002349,U05956,Yes,Yes,Yes,No,Yes
S002350,U09617,Yes,Yes,Yes,Yes,No
S002351,U08175,Yes,Yes,Yes,Yes,No
S002352,U03953,Yes,Yes,Yes,Yes,Yes
S002353,U04270,Yes,Yes,No,Yes,No
S002354,U06380,Yes,Yes,Yes,No,No
S002355,U03027,Yes,Yes,No,Yes,Yes
S002356,U09160,Yes,Yes,Yes,Yes,Yes
S002357,U04281,Yes,Yes,No,Yes,Yes
S002358,U03293,Yes,Yes,Yes,No,No
S002359,U04479,Yes,Yes,Yes,Yes,No
S002360,U06433,Yes,No,Yes,No,No
S002361,U07820,Yes,Yes,Yes,Yes,No
S002362,U03429,Yes,Yes,Yes,No,No
S002363,U01751,Yes,Yes,Yes,Yes,Yes
S002364,U09241,Yes,Yes,Yes,Yes,No
S002365,U07663,Yes,Yes,Yes,Yes,No
S002366,U02018,Yes,Yes,Yes,Yes,Yes
S002367,U01701,Yes,Yes,No,No,No
S002368,U00760,Yes,Yes,Yes,No,Yes
S002369,U05974,Yes,Yes,Yes,Yes,No
S002370,U07829,Yes,Yes,Yes,Yes,No
S002371,U07577,Yes,No,Yes,Yes,Yes
S002372,U09395,Yes,Yes,Yes,Yes,Yes
S002373,U06038,Yes,Yes,Yes,No,No
S002374,U04572,Yes,Yes,Yes,Yes,No
S002375,U01611,Yes,Yes,No,Yes,No
S002376,U06527,Yes,Yes,Yes,Yes,Yes
S002377,U04936,Yes,Yes,Yes,No,Yes
S002378,U00032,Yes,Yes,Yes,Yes,Yes
S002379,U02140,Yes,Yes,Yes,No,No
S002380,U04000,Yes,Yes,Yes,Yes,Yes
S002381,U01369,Yes,Yes,Yes,No,Yes
S002382,U03590,Yes,Yes,Yes,Yes,Yes
S002383,U08523,Yes,Yes,Yes,Yes,No
S002384,U03082,Yes,Yes,Yes,Yes,No
S002385,U08086,Yes,Yes,No,Yes,Yes
S002386,U08474,Yes,Yes,No,Yes,Yes
S002387,U03858,Yes,Yes,Yes,No,No
S002388,U09547,Yes,Yes,Yes,Yes,Yes
S002389,U05721,Yes,Yes,Yes,No,Yes
S002390,U09994,Yes,Yes,No,Yes,Yes
S002391,U01579,Yes,Yes,Yes,Yes,No
S002392,U05541,Yes,Yes,Yes,Yes,Yes
S002393,U09393,Yes,Yes,Yes,No,Yes
S002394,U08270,Yes,Yes,Yes,Yes,No
S002395,U04109,Yes,Yes,Yes,No,No
S002396,U05651,Yes,Yes,No,No,No
S002397,U07231,Yes,Yes,Yes,Yes,Yes
S002398,U05647,Yes,Yes,No,No,No
S002399,U06827,Yes,Yes,Yes,Yes,Yes
S002400,U00089,Yes,Yes,Yes,Yes,No
S002401,U00312,Yes,Yes,No,Yes,No
S002402,U03240,Yes,No,Yes,Yes,Yes
S002403,U01170,Yes,Yes,Yes,No,Yes
S002404,U06804,Yes,Yes,Yes,Yes,Yes
S002405,U09156,Yes,No,Yes,Yes,Yes
S002406,U05816,Yes,No,Yes,Yes,Yes
S002407,U05778,Yes,Yes,Yes,Yes,Yes
S002408,U09313,Yes,Yes,Yes,No,No
S002409,U02192,Yes,Yes,Yes,Yes,No
S002410,U04482,Yes,Yes,No,No,Yes
S002411,U01929,Yes,Yes,Yes,No,No
S002412,U03007,Yes,Yes,Yes,No,No
S002413,U04121,Yes,Yes,Yes,Yes,No
S002414,U03407,Yes,Yes,Yes,Yes,No
S002415,U00810,Yes,Yes,Yes,Yes,Yes
S002416,U08585,Yes,Yes,Yes,Yes,Yes
S002417,U06179,Yes,Yes,Yes,No,No
S002418,U09047,Yes,Yes,No,Yes,No
S002419,U00021,Yes,Yes,Yes,Yes,Yes
S002420,U01954,Yes,Yes,No,No,No
S002421,U05607,Yes,Yes,Yes,No,Yes
S002422,U03054,Yes,Yes,No,Yes,No
S002423,U02426,Yes,Yes,Yes,No,Yes
S002424,U07242,Yes,Yes,Yes,No,Yes
S002425,U02179,Yes,Yes,Yes,Yes,Yes
S002426,U01426,Yes,Yes,Yes,Yes,Yes
S002427,U09272,Yes,Yes,Yes,Yes,Yes
S002428,U04077,Yes,Yes,Yes,Yes,No
S002429,U08652,Yes,Yes,Yes,No,No
S002430,U00765,Yes,Yes,No,No,Yes
S002431,U06912,Yes,Yes,Yes,Yes,Yes
S002432,U09934,Yes,Yes,Yes,Yes,No
S002433,U02908,Yes,Yes,Yes,No,Yes
S002434,U02828,Yes,Yes,No,No,No
S002435,U04724,Yes,Yes,Yes,No,No
S002436,U00744,Yes,Yes,Yes,No,Yes
S002437,U09730,Yes,No,Yes,Yes,No
S002438,U05308,Yes,Yes,Yes,No,No
S002439,U05168,Yes,No,Yes,Yes,Yes
S002440,U03607,Yes,Yes,Yes,Yes,Yes
S002441,U07056,Yes,Yes,Yes,Yes,Yes
S002442,U02491,Yes,No,Yes,Yes,Yes
S002443,U02165,Yes,Yes,No,Yes,No
S002444,U02445,Yes,Yes,No,Yes,Yes
S002445,U07792,Yes,Yes,No,Yes,Yes
S002446,U07495,Yes,Yes,No,Yes,Yes
S002447,U06182,Yes,Yes,Yes,Yes,Yes
S002448,U07091,Yes,Yes,Yes,No,Yes
S002449,U07941,Yes,Yes,Yes,Yes,Yes
S002450,U07454,Yes,Yes,Yes,Yes,Yes
S002451,U01219,Yes,Yes,Yes,Yes,No
S002452,U09647,Yes,Yes,Yes,Yes,Yes
S002453,U01006,Yes,Yes,Yes,Yes,No
S002454,U06805,Yes,Yes,Yes,No,No
S002455,U07838,Yes,Yes,Yes,Yes,No
S002456,U02759,Yes,No,Yes,Yes,Yes
S002457,U02646,Yes,Yes,Yes,Yes,Yes
S002458,U04147,Yes,Yes,No,Yes,Yes
S002459,U09946,Yes,Yes,Yes,Yes,Yes
S002460,U04110,Yes,Yes,Yes,No,Yes
S002461,U04398,Yes,Yes,No,Yes,Yes
S002462,U06681,Yes,No,Yes,No,Yes
S002463,U00566,Yes,Yes,Yes,Yes,Yes
S002464,U04405,Yes,Yes,Yes,Yes,No
S002465,U08079,Yes,Yes,Yes,No,No
S002466,U09722,Yes,Yes,Yes,Yes,Yes
S002467,U00905,Yes,Yes,Yes,No,Yes
S002468,U02844,Yes,Yes,No,Yes,Yes
S002469,U02970,Yes,Yes,No,Yes,No
S002470,U07201,Yes,No,Yes,Yes,Yes
S002471,U07375,Yes,Yes,No,No,No
S002472,U05534,Yes,Yes,Yes,Yes,No
S002473,U04733,Yes,Yes,No,Yes,Yes
S002474,U03048,Yes,Yes,No,No,Yes
S002475,U02249,Yes,Yes,Yes,Yes,No
S002476,U05261,Yes,Yes,Yes,Yes,Yes
S002477,U01741,Yes,Yes,Yes,Yes,Yes
S002478,U06816,Yes,Yes,Yes,Yes,Yes
S002479,U04381,Yes,Yes,No,Yes,Yes
S002480,U03072,Yes,Yes,No,Yes,Yes
S002481,U06529,Yes,Yes,No,Yes,No
S002482,U08065,Yes,Yes,Yes,Yes,Yes
S002483,U06282,Yes,No,Yes,No,Yes
S002484,U00455,Yes,Yes,Yes,No,No
S002485,U00551,Yes,Yes,Yes,Yes,Yes
S002486,U00394,Yes,Yes,No,Yes,No
S002487,U04475,Yes,Yes,Yes,No,Yes
S002488,U05589,Yes,No,Yes,Yes,No
S002489,U00121,Yes,No,Yes,Yes,Yes
S002490,U08209,Yes,Yes,No,Yes,Yes
S002491,U09193,Yes,Yes,Yes,Yes,No
S002492,U08919,Yes,Yes,No,Yes,No
S002493,U07958,Yes,Yes,Yes,Yes,No
S002494,U03811,Yes,No,Yes,Yes,No
S002495,U06768,Yes,Yes,Yes,Yes,No
S002496,U03443,Yes,No,No,Yes,No
S002497,U01861,Yes,Yes,Yes,Yes,No
S002498,U05979,Yes,Yes,Yes,Yes,Yes
S002499,U06944,Yes,Yes,Yes,Yes,No
S002500,U00889,Yes,Yes,Yes,Yes,Yes
S002501,U00962,Yes,No,Yes,No,No
S002502,U04018,Yes,Yes,Yes,No,Yes
S002503,U07073,Yes,Yes,No,No,Yes
S002504,U00600,Yes,Yes,Yes,No,No
S002505,U00723,Yes,Yes,No,No,No
S002506,U01616,Yes,Yes,Yes,No,No
S002507,U04163,Yes,Yes,Yes,No,Yes
S002508,U06173,Yes,Yes,Yes,Yes,Yes
S002509,U09933,Yes,Yes,Yes,Yes,Yes
S002510,U05222,Yes,Yes,Yes,Yes,No
S002511,U02213,Yes,Yes,Yes,Yes,Yes
S002512,U09107,Yes,Yes,No,No,Yes
S002513,U01554,Yes,Yes,No,Yes,Yes
S002514,U08237,Yes,Yes,No,Yes,Yes
S002515,U03602,Yes,Yes,Yes,No,Yes
S002516,U01701,Yes,Yes,Yes,Yes,Yes
S002517,U05330,Yes,Yes,Yes,Yes,Yes
S002518,U09198,Yes,Yes,No,Yes,Yes
S002519,U00723,Yes,Yes,Yes,Yes,Yes
S002520,U03317,Yes,Yes,No,No,No
S002521,U05220,Yes,Yes,Yes,No,Yes
S002522,U00651,Yes,No,Yes,Yes,Yes
S002523,U05762,Yes,Yes,Yes,Yes,No
S002524,U09989,Yes,Yes,No,Yes,No
S002525,U01348,Yes,Yes,Yes,Yes,Yes
S002526,U02353,Yes,Yes,Yes,Yes,No
S002527,U06265,Yes,Yes,Yes,Yes,No
S002528,U09369,Yes,Yes,Yes,Yes,No
S002529,U08684,Yes,Yes,No,No,Yes
S002530,U04109,Yes,Yes,No,Yes,No
S002531,U04258,Yes,Yes,Yes,No,No
S002532,U07795,Yes,Yes,Yes,No,Yes
S002533,U04649,Yes,Yes,Yes,Yes,Yes
S002534,U00011,Yes,No,Yes,No,Yes
S002535,U07057,Yes,Yes,Yes,No,No
S002536,U02415,Yes,Yes,Yes,Yes,No
S002537,U02525,Yes,Yes,Yes,Yes,No
S002538,U09446,Yes,Yes,Yes,Yes,Yes
S002539,U04905,Yes,Yes,No,Yes,No
S002540,U09053,Yes,Yes,Yes,Yes,Yes
S002541,U04256,Yes,Yes,No,Yes,Yes
S002542,U00253,Yes,No,No,Yes,No
S002543,U05735,Yes,Yes,Yes,Yes,Yes
S002544,U08722,Yes,Yes,Yes,Yes,Yes
S002545,U01994,Yes,Yes,Yes,No,No
S002546,U03865,Yes,No,Yes,Yes,Yes
S002547,U08650,Yes,Yes,Yes,Yes,Yes
S002548,U00242,Yes,Yes,Yes,Yes,No
S002549,U04526,Yes,No,No,Yes,Yes
S002550,U03445,Yes,Yes,No,No,Yes
S002551,U09997,Yes,Yes,Yes,Yes,No
S002552,U01561,Yes,No,Yes,No,Yes
S002553,U04038,Yes,Yes,Yes,Yes,No
S002554,U02127,Yes,Yes,No,Yes,No
S002555,U01836,Yes,Yes,Yes,No,No
S002556,U09324,Yes,Yes,Yes,No,No
S002557,U05536,Yes,No,No,Yes,Yes
S002558,U02930,Yes,No,No,Yes,Yes
S002559,U05290,Yes,Yes,Yes,No,Yes
S002560,U01527,Yes,Yes,No,Yes,No
S002561,U06291,Yes,Yes,Yes,Yes,Yes
S002562,U01708,Yes,Yes,Yes,Yes,Yes
S002563,U09962,Yes,Yes,Yes,No,Yes
S002564,U04928,Yes,Yes,No,No,Yes
S002565,U01845,Yes,Yes,Yes,No,Yes
S002566,U04668,Yes,Yes,Yes,Yes,No
S002567,U09576,Yes,Yes,Yes,Yes,Yes
S002568,U00585,Yes,Yes,No,Yes,Yes
S002569,U08698,Yes,Yes,No,Yes,Yes
S002570,U01231,Yes,Yes,Yes,Yes,No
S002571,U00501,Yes,Yes,Yes,No,Yes
S002572,U01394,Yes,Yes,No,No,No
S002573,U06447,Yes,Yes,Yes,Yes,Yes
S002574,U04807,Yes,Yes,Yes,Yes,No
S002575,U01058,Yes,Yes,Yes,Yes,Yes
S002576,U02930,Yes,Yes,Yes,Yes,Yes
S002577,U07982,Yes,Yes,Yes,Yes,No
S002578,U08327,Yes,Yes,Yes,Yes,No
S002579,U07890,Yes,Yes,Yes,Yes,Yes
S002580,U04725,Yes,Yes,Yes,No,No
S002581,U00261,Yes,Yes,No,Yes,No
S002582,U00218,Yes,Yes,Yes,No,Yes
S002583,U08613,Yes,No,No,Yes,Yes
S002584,U02835,Yes,Yes,Yes,Yes,Yes
S002585,U05028,Yes,Yes,No,Yes,Yes
S002586,U05016,Yes,Yes,Yes,Yes,No
S002587,U00216,Yes,Yes,Yes,Yes,No
S002588,U03620,Yes,Yes,Yes,Yes,No
S002589,U07033,Yes,Yes,Yes,Yes,No
S002590,U07627,Yes,No,Yes,Yes,No
S002591,U02666,Yes,No,Yes,Yes,Yes
S002592,U05706,Yes,Yes,Yes,Yes,No
S002593,U04421,Yes,Yes,Yes,Yes,Yes
S002594,U05999,Yes,Yes,Yes,No,Yes
S002595,U00897,Yes,Yes,Yes,No,Yes
S002596,U04114,Yes,Yes,Yes,Yes,Yes
S002597,U07000,Yes,Yes,No,Yes,Yes
S002598,U06090,Yes,Yes,Yes,Yes,No
S002599,U05820,Yes,Yes,Yes,Yes,Yes
S002600,U07026,Yes,Yes,Yes,Yes,Yes
S002601,U08843,Yes,Yes,Yes,Yes,Yes
S002602,U09025,Yes,Yes,Yes,Yes,Yes
S002603,U07185,Yes,Yes,No,Yes,No
S002604,U00063,Yes,Yes,Yes,Yes,No
S002605,U02051,Yes,Yes,Yes,No,No
S002606,U04270,Yes,Yes,Yes,No,Yes
S002607,U07631,Yes,Yes,Yes,Yes,Yes
S002608,U04037,Yes,Yes,Yes,Yes,Yes
S002609,U01986,Yes,No,No,Yes,Yes
S002610,U08939,Yes,Yes,No,Yes,Yes
S002611,U09412,Yes,Yes,Yes,Yes,No
S002612,U01687,Yes,Yes,No,Yes,Yes
S002613,U00990,Yes,No,No,Yes,Yes
S002614,U05770,Yes,Yes,Yes,Yes,Yes
S002615,U01509,Yes,Yes,Yes,Yes,No
S002616,U01658,Yes,Yes,Yes,Yes,Yes
S002617,U03132,Yes,Yes,Yes,Yes,No
S002618,U07641,Yes,Yes,Yes,No,Yes
S002619,U06257,Yes,Yes,No,Yes,Yes
S002620,U06510,Yes,Yes,No,No,No
S002621,U01538,Yes,Yes,No,Yes,Yes
S002622,U00312,Yes,Yes,No,Yes,No
S002623,U09260,Yes,Yes,Yes,No,No
S002624,U02405,Yes,Yes,Yes,No,Yes
S002625,U06523,Yes,Yes,Yes,No,Yes
S002626,U09384,Yes,Yes,No,No,Yes
S002627,U09563,Yes,Yes,No,No,No
S002628,U06477,Yes,Yes,Yes,Yes,Yes
S002629,U09191,Yes,Yes,Yes,No,Yes
S002630,U00694,Yes,Yes,Yes,Yes,No
S002631,U01234,Yes,No,Yes,Yes,Yes
S002632,U09571,Yes,Yes,No,Yes,No
S002633,U05481,Yes,No,Yes,Yes,No
S002634,U00569,Yes,Yes,No,No,Yes
S002635,U05249,Yes,Yes,No,Yes,Yes
S002636,U09714,Yes,Yes,Yes,No,Yes
S002637,U05085,Yes,Yes,Yes,Yes,No
S002638,U05497,Yes,Yes,Yes,Yes,Yes
S002639,U08132,Yes,Yes,Yes,Yes,No
S002640,U05957,Yes,Yes,Yes,No,No
S002641,U02582,Yes,No,No,Yes,No
S002642,U06461,Yes,Yes,Yes,No,Yes
S002643,U01181,Yes,Yes,Yes,No,No
S002644,U04986,Yes,No,Yes,Yes,Yes
S002645,U06771,Yes,Yes,Yes,Yes,No
S002646,U09629,Yes,Yes,Yes,No,No
S002647,U00468,Yes,No,Yes,Yes,Yes
S002648,U05246,Yes,No,Yes,No,Yes
S002649,U06869,Yes,No,Yes,Yes,No
S002650,U01941,Yes,Yes,No,No,No
S002651,U09412,Yes,Yes,Yes,Yes,Yes
S002652,U02135,Yes,Yes,Yes,Yes,No
S002653,U03331,Yes,Yes,Yes,Yes,Yes
S002654,U00366,Yes,No,Yes,No,No
S002655,U09289,Yes,No,Yes,No,Yes
S002656,U05645,Yes,Yes,Yes,Yes,Yes
S002657,U00202,Yes,Yes,Yes,Yes,No
S002658,U07477,Yes,Yes,Yes,Yes,No
S002659,U03097,Yes,Yes,Yes,No,Yes
S002660,U08396,Yes,Yes,Yes,Yes,Yes
S002661,U05750,Yes,Yes,Yes,Yes,No
S002662,U06839,Yes,Yes,Yes,No,No
S002663,U06602,Yes,No,Yes,No,Yes
S002664,U01533,Yes,Yes,Yes,Yes,Yes
S002665,U02318,Yes,Yes,No,Yes,Yes
S002666,U08797,Yes,Yes,No,Yes,Yes
S002667,U04989,Yes,Yes,Yes,Yes,Yes
S002668,U00192,Yes,Yes,Yes,No,Yes
S002669,U05547,Yes,Yes,Yes,Yes,No
S002670,U05970,Yes,Yes,Yes,Yes,Yes
S002671,U09019,Yes,Yes,No,Yes,No
S002672,U02551,Yes,Yes,No,Yes,Yes
S002673,U08839,Yes,No,Yes,No,Yes
S002674,U00284,Yes,Yes,No,No,Yes
S002675,U00555,Yes,Yes,No,Yes,Yes
S002676,U00558,Yes,Yes,Yes,Yes,Yes
S002677,U05784,Yes,Yes,No,No,No
S002678,U01984,Yes,Yes,Yes,Yes,Yes
S002679,U07177,Yes,Yes,No,Yes,Yes
S002680,U08048,Yes,Yes,No,No,No
S002681,U08600,Yes,Yes,Yes,No,No
S002682,U02486,Yes,Yes,Yes,Yes,Yes
S002683,U09244,Yes,Yes,Yes,Yes,No
S002684,U03044,Yes,Yes,Yes,No,Yes
S002685,U07702,Yes,Yes,No,Yes,Yes
S002686,U08403,Yes,Yes,No,Yes,Yes
S002687,U07278,Yes,Yes,Yes,Yes,No
S002688,U03588,Yes,Yes,Yes,No,No
S002689,U05536,Yes,Yes,No,Yes,Yes
S002690,U00715,Yes,Yes,Yes,Yes,No
S002691,U01661,Yes,Yes,No,Yes,No
S002692,U07113,Yes,Yes,Yes,No,No
S002693,U08510,Yes,Yes,Yes,Yes,Yes
S002694,U03504,Yes,Yes,Yes,No,Yes
S002695,U03710,Yes,Yes,No,No,No
S002696,U08893,Yes,Yes,Yes,Yes,No
S002697,U07100,Yes,Yes,Yes,Yes,No
S002698,U08151,Yes,Yes,Yes,No,No
S002699,U02922,Yes,Yes,Yes,Yes,Yes
S002700,U00551,Yes,Yes,Yes,Yes,No
S002701,U05256,Yes,No,Yes,No,No
S002702,U09731,Yes,Yes,No,No,No
S002703,U01804,Yes,Yes,Yes,No,No
S002704,U01374,Yes,Yes,Yes,Yes,No
S002705,U03206,Yes,Yes,Yes,Yes,No
S002706,U09997,Yes,Yes,No,No,Yes
S002707,U06777,Yes,Yes,Yes,Yes,No
S002708,U01594,Yes,Yes,Yes,Yes,No
S002709,U08919,Yes,Yes,Yes,Yes,No
S002710,U09656,Yes,No,No,Yes,Yes
S002711,U08378,Yes,Yes,Yes,Yes,Yes
S002712,U08025,Yes,Yes,Yes,Yes,No
S002713,U03117,Yes,Yes,Yes,Yes,Yes
S002714,U08616,Yes,Yes,No,Yes,Yes
S002715,U03511,Yes,Yes,Yes,Yes,Yes
S002716,U06943,Yes,Yes,No,Yes,No
S002717,U07639,Yes,Yes,Yes,No,Yes
S002718,U07689,Yes,Yes,No,Yes,No
S002719,U03015,Yes,No,Yes,No,No
S002720,U09311,Yes,Yes,Yes,No,Yes
S002721,U07176,Yes,Yes,Yes,No,No
S002722,U01056,Yes,Yes,No,Yes,Yes
S002723,U05835,Yes,No,Yes,Yes,Yes
S002724,U09211,Yes,Yes,Yes,No,Yes
S002725,U05006,Yes,Yes,No,Yes,Yes
S002726,U07735,Yes,Yes,No,Yes,No
S002727,U03292,Yes,Yes,Yes,No,No
S002728,U02125,Yes,Yes,Yes,Yes,Yes
S002729,U03231,Yes,Yes,Yes,Yes,No
S002730,U06935,Yes,Yes,Yes,Yes,Yes
S002731,U02592,Yes,Yes,No,No,No
S002732,U05216,Yes,Yes,Yes,No,No
S002733,U01105,Yes,Yes,No,Yes,No
S002734,U05716,Yes,Yes,Yes,Yes,No
S002735,U00552,Yes,Yes,Yes,Yes,Yes
S002736,U00913,Yes,Yes,Yes,Yes,Yes
S002737,U08937,Yes,Yes,Yes,No,No
S002738,U01506,Yes,Yes,Yes,No,Yes
